,AST,AST_ADJ,AST_PTS_CREATED,AST_TO_PASS_PCT,AST_TO_PASS_PCT_ADJ,FT_AST,GP,L,MIN,PASSES_MADE,PASSES_RECEIVED,PLAYER_ID,PLAYER_NAME,POTENTIAL_AST,SECONDARY_AST,TEAM_ABBREVIATION,TEAM_ID,W
33,68,106,168,0.051,0.079,13,55,34,1424.0,1334,1405,201167,Arron Afflalo,155,25,SAC,1610612758,21
34,191,240,473,0.081,0.102,15,65,27,1821.0,2363,2793,203085,Austin Rivers,364,36,LAC,1610612746,38
35,95,141,235,0.064,0.095,12,43,17,1428.0,1492,1647,202340,Avery Bradley,207,35,BOS,1610612738,26
36,0,0,0,0.0,0.0,0,2,1,6.0,3,2,1626253,Axel Toupane,0,0,MIL,1610612749,1
37,0,1,1,0.0,0.167,1,3,1,10.0,6,8,1627791,Ben Bentil,0,0,DAL,1610612742,2
38,38,59,86,0.048,0.074,2,49,27,900.0,792,902,203463,Ben McLemore,87,19,SAC,1610612758,22
39,91,123,212,0.108,0.146,12,30,15,420.0,843,957,2757,Beno Udrih,172,19,DET,1610612765,15
40,62,92,148,0.028,0.041,2,67,43,1570.0,2236,1332,202687,Bismack Biyombo,145,28,ORL,1610612753,24
41,242,282,596,0.088,0.103,16,47,18,1595.0,2751,2689,201933,Blake Griffin,440,25,LAC,1610612746,29
42,6,13,15,0.035,0.076,4,25,12,173.0,171,149,1626246,Boban Marjanovic,11,3,DET,1610612765,13
43,2,4,6,0.034,0.068,0,20,5,56.0,59,85,201628,Bobby Brown,5,2,HOU,1610612745,15
44,24,32,57,0.024,0.032,2,49,28,694.0,1015,755,1626171,Bobby Portis,57,7,CHI,1610612741,21
45,95,140,230,0.063,0.093,6,65,49,1736.0,1498,1878,202711,Bojan Bogdanovic,199,39,WAS,1610612764,16
46,126,165,310,0.079,0.103,20,58,22,1021.0,1600,1452,2564,Boris Diaw,239,19,UTA,1610612762,36
47,224,288,508,0.118,0.152,16,62,22,2160.0,1893,2663,203078,Bradley Beal,404,50,WAS,1610612764,40
48,6,8,15,0.039,0.053,2,13,5,185.0,152,135,201148,Brandan Wright,9,0,MEM,1610612763,8
49,20,29,52,0.038,0.055,2,43,21,486.0,528,488,101138,Brandon Bass,46,7,LAC,1610612746,22
50,135,169,325,0.06,0.075,10,67,47,1925.0,2251,2261,1627742,Brandon Ingram,269,24,LAL,1610612747,20
51,318,408,755,0.107,0.137,33,65,36,1521.0,2970,3261,201943,Brandon Jennings,644,58,WAS,1610612764,29
52,129,162,313,0.078,0.098,14,53,37,1121.0,1658,2073,202688,Brandon Knight,271,20,PHX,1610612756,16
53,26,30,58,0.06,0.069,1,31,19,628.0,435,437,201575,Brandon Rush,49,3,MIN,1610612750,12
54,40,52,95,0.082,0.107,0,31,18,281.0,487,544,203148,Brian Roberts,88,11,CHA,1610612766,13
55,7,7,17,0.058,0.058,0,10,3,60.0,121,122,1627362,Briante Weber,10,0,CHA,1610612766,7
56,0,0,0,0.0,0.0,0,1,1,3.0,3,2,1627744,Brice Johnson,0,0,LAC,1610612746,0
57,146,188,355,0.083,0.107,17,59,47,1748.0,1752,2213,201572,Brook Lopez,288,25,BKN,1610612751,12
58,3,3,7,0.15,0.15,0,7,1,21.0,20,14,203998,Bruno Caboclo,3,0,TOR,1610612761,6
59,5,13,15,0.04,0.104,2,23,5,142.0,125,145,1627854,Bryn Forbes,11,6,SAS,1610612759,18
60,88,114,206,0.068,0.089,2,67,42,1425.0,1288,1464,1627741,Buddy Hield,182,25,SAC,1610612758,25
61,93,122,230,0.087,0.114,9,53,36,896.0,1071,1093,201228,C.J. Watson,206,20,ORL,1610612753,17
62,231,320,578,0.086,0.119,22,65,36,2282.0,2688,3575,203468,CJ McCollum,472,66,POR,1610612757,29
63,37,60,86,0.036,0.059,6,59,28,1395.0,1017,1098,101139,CJ Miles,93,17,IND,1610612754,31
64,11,12,28,0.157,0.171,0,19,12,88.0,70,78,203912,CJ Wilcox,17,1,ORL,1610612753,7
65,55,77,127,0.079,0.111,4,29,15,459.0,694,811,1626166,Cameron Payne,127,18,CHI,1610612741,14
66,80,103,205,0.1,0.129,7,39,32,816.0,801,834,1627747,Caris LeVert,151,16,BKN,1610612751,7
67,190,241,452,0.082,0.104,15,65,40,2244.0,2321,2894,2546,Carmelo Anthony,366,37,NYK,1610612752,25
68,55,77,136,0.079,0.111,4,34,16,675.0,693,771,202718,Chandler Parsons,118,18,MEM,1610612763,18
69,38,73,102,0.027,0.052,9,58,21,1089.0,1409,1090,101112,Channing Frye,72,26,CLE,1610612739,37
70,15,26,34,0.064,0.111,2,12,9,133.0,234,268,1626184,Chasson Randle,32,9,NYK,1610612752,3
71,3,5,8,0.027,0.045,1,10,5,96.0,110,67,1627767,Cheick Diallo,3,1,NOP,1610612740,5
72,1,1,2,0.071,0.071,0,2,1,10.0,14,10,1627778,Chinanu Onuaku,2,0,HOU,1610612745,1
73,5,7,14,0.039,0.054,1,12,4,114.0,129,79,2365,Chris Andersen,10,1,CLE,1610612739,8
74,2,4,4,0.02,0.041,0,15,14,74.0,98,71,1626191,Chris McCullough,3,2,WAS,1610612764,1
75,426,545,992,0.142,0.181,47,46,14,1442.0,3003,3323,101108,Chris Paul,773,71,LAC,1610612746,32
76,2,5,5,0.025,0.063,0,10,6,87.0,80,56,1626174,Christian Wood,4,3,CHA,1610612766,4
77,46,75,127,0.028,0.045,3,52,17,1226.0,1667,1136,203991,Clint Capela,93,26,HOU,1610612745,35
78,73,101,177,0.081,0.111,7,47,21,1294.0,906,864,203469,Cody Zeller,168,21,CHA,1610612766,26
79,25,41,60,0.046,0.075,4,56,33,486.0,549,303,202332,Cole Aldrich,46,12,MIN,1610612750,23
80,71,98,178,0.097,0.134,9,67,26,1030.0,731,681,201147,Corey Brewer,129,17,LAL,1610612747,41
81,192,247,478,0.078,0.1,20,64,28,1532.0,2463,2643,202709,Cory Joseph,414,35,TOR,1610612761,36
82,136,188,329,0.071,0.099,13,62,38,1984.0,1908,2151,201584,Courtney Lee,262,39,NYK,1610612752,24
83,35,58,90,0.033,0.054,2,58,31,931.0,1070,690,1626245,Cristiano Felicio,81,21,CHI,1610612741,27
84,244,322,610,0.095,0.125,32,51,34,1403.0,2569,2926,1626156,D'Angelo Russell,488,46,LAL,1610612747,17
85,191,269,456,0.085,0.12,27,67,43,1355.0,2243,2686,201571,D.J. Augustin,390,50,ORL,1610612753,24
86,0,1,1,0.0,0.02,1,9,3,66.0,51,39,1627745,Damian Jones,3,0,GSW,1610612744,6
87,352,492,851,0.098,0.137,43,60,33,2165.0,3593,4540,203081,Damian Lillard,703,99,POR,1610612757,27
88,18,22,41,0.048,0.059,1,39,28,287.0,376,332,204014,Damjan Rudez,49,3,ORL,1610612753,11
89,2,3,6,0.047,0.07,0,15,5,49.0,43,30,1627849,Daniel Ochefu,3,1,WAS,1610612764,10
90,111,151,251,0.067,0.091,8,53,27,1791.0,1656,1706,201568,Danilo Gallinari,216,32,DEN,1610612743,26
91,107,153,239,0.061,0.088,11,57,11,1556.0,1744,1525,201980,Danny Green,177,35,SAS,1610612759,46
92,34,57,83,0.031,0.051,5,51,30,1283.0,1110,770,201967,Dante Cunningham,68,19,NOP,1610612740,21
93,85,121,199,0.067,0.095,20,52,20,947.0,1269,1455,203957,Dante Exum,158,17,UTA,1610612762,32
94,0,0,0,0.0,0.0,0,1,1,1.0,1,0,1627863,Danuel House,0,0,WAS,1610612764,0
95,142,192,348,0.052,0.07,16,66,42,1705.0,2754,2580,203967,Dario Saric,284,34,PHI,1610612755,24
96,40,49,98,0.059,0.072,3,37,20,586.0,682,587,201589,Darrell Arthur,62,6,DEN,1610612743,17
97,267,382,656,0.075,0.107,22,59,36,1817.0,3555,3999,201954,Darren Collison,556,93,SAC,1610612758,23
98,23,32,57,0.089,0.124,4,29,13,295.0,259,325,1626199,Darrun Hilliard,53,5,DET,1610612765,16
99,101,137,249,0.056,0.076,15,64,13,1202.0,1803,1301,101135,David Lee,194,22,SAS,1610612759,51
100,1,1,3,0.022,0.022,0,7,6,91.0,46,51,1628021,David Nwaba,4,0,LAL,1610612747,1
101,112,142,249,0.12,0.152,12,52,11,614.0,937,791,2561,David West,185,18,GSW,1610612744,41
102,40,53,95,0.052,0.069,3,54,9,638.0,772,627,202722,Davis Bertans,70,10,SAS,1610612759,45
103,78,107,189,0.029,0.04,3,67,27,2123.0,2653,1448,201599,DeAndre Jordan,151,26,LAC,1610612746,40
104,49,76,122,0.068,0.105,5,50,16,684.0,723,675,202732,DeAndre Liggins,89,22,CLE,1610612739,34
105,20,23,49,0.068,0.078,3,30,15,289.0,293,300,1627761,DeAndre' Bembry,48,0,ATL,1610612737,15
106,220,289,547,0.11,0.145,12,59,24,2095.0,1992,3048,201942,DeMar DeRozan,463,57,TOR,1610612761,35
107,297,368,723,0.093,0.115,25,63,38,2155.0,3208,3583,202326,DeMarcus Cousins,533,46,NOP,1610612740,25
108,61,80,149,0.049,0.064,5,58,25,1594.0,1248,1123,201960,DeMarre Carroll,130,14,TOR,1610612761,33
109,48,63,113,0.088,0.116,4,37,8,316.0,545,630,1627749,Dejounte Murray,80,10,SAS,1610612759,29
110,18,25,46,0.063,0.088,1,12,5,202.0,284,319,1626153,Delon Wright,45,6,TOR,1610612761,7
111,3,3,4,0.158,0.158,0,5,4,17.0,19,22,1627743,Demetrius Jackson,4,0,BOS,1610612738,1
112,415,561,987,0.11,0.149,39,66,29,2052.0,3757,4637,203471,Dennis Schroder,806,104,ATL,1610612737,37
113,40,54,101,0.074,0.099,3,42,23,623.0,544,585,1627756,Denzel Valentine,78,11,CHI,1610612741,19
114,292,373,721,0.109,0.139,24,46,30,1312.0,2677,3003,101114,Deron Williams,563,58,CLE,1610612739,16
115,52,79,128,0.034,0.052,8,47,16,1134.0,1508,1271,202324,Derrick Favors,92,20,UTA,1610612762,31
116,7,11,16,0.057,0.09,1,17,12,191.0,122,104,1627884,"Derrick Jones, Jr.",7,3,PHX,1610612756,5
117,255,356,630,0.078,0.108,16,58,34,1888.0,3286,3951,201565,Derrick Rose,548,85,NYK,1610612752,24
118,24,34,64,0.029,0.042,3,39,27,678.0,819,679,202682,Derrick Williams,52,7,CLE,1610612739,12
119,205,280,507,0.103,0.141,33,64,43,2211.0,1985,3037,1626164,Devin Booker,398,42,PHX,1610612756,21
120,101,121,242,0.104,0.125,12,48,25,801.0,967,1084,2734,Devin Harris,182,8,DAL,1610612742,23
121,36,50,82,0.032,0.045,1,59,13,1045.0,1123,673,203473,Dewayne Dedmon,75,12,SAS,1610612759,46
122,2,2,4,0.013,0.013,0,29,10,191.0,159,104,1627738,Deyonta Davis,7,0,MEM,1610612763,19
123,0,0,0,0.0,0.0,0,7,1,24.0,19,19,1627754,Diamond Stone,0,0,LAC,1610612746,6
124,194,238,493,0.119,0.146,14,44,19,1343.0,1629,2087,203079,Dion Waiters,355,29,MIA,1610612748,25
125,62,83,158,0.05,0.068,3,39,21,1052.0,1229,1168,1717,Dirk Nowitzki,114,18,DAL,1610612742,18
126,69,90,173,0.04,0.053,4,66,29,1374.0,1706,1368,1627734,Domantas Sabonis,137,17,OKC,1610612760,37
127,26,40,65,0.042,0.065,3,25,15,367.0,612,463,202700,Donatas Motiejunas,61,9,NOP,1610612740,10
128,51,78,139,0.043,0.066,10,64,37,1326.0,1181,953,1627827,Dorian Finney-Smith,111,17,DAL,1610612742,27
129,53,77,130,0.056,0.082,7,53,26,1293.0,939,1044,203926,Doug McDermott,99,17,OKC,1610612760,27
130,16,25,34,0.03,0.046,1,36,26,453.0,542,401,1627733,Dragan Bender,26,8,PHX,1610612756,10
131,443,562,1058,0.115,0.146,36,62,13,2043.0,3859,3030,203110,Draymond Green,782,84,GSW,1610612744,49
132,79,116,182,0.032,0.046,7,61,29,1800.0,2499,1566,2730,Dwight Howard,147,31,ATL,1610612737,32
133,44,57,110,0.036,0.046,1,63,38,1097.0,1227,803,203939,Dwight Powell,106,12,DAL,1610612742,25
134,216,273,504,0.114,0.144,22,56,29,1701.0,1898,2591,2548,Dwyane Wade,408,34,CHI,1610612741,27
135,131,166,316,0.101,0.128,19,59,35,1475.0,1295,1528,202734,E'Twaun Moore,246,17,NOP,1610612740,24
136,26,51,66,0.03,0.058,6,46,27,789.0,874,523,202334,Ed Davis,60,18,POR,1610612757,19
137,0,1,0,0.0,0.333,0,1,0,4.0,3,2,204002,Edy Tavares,0,1,ATL,1610612737,1
138,410,540,953,0.112,0.148,41,68,44,1983.0,3654,4165,203901,Elfrid Payton,874,89,ORL,1610612753,24
139,182,249,410,0.087,0.118,16,47,26,1248.0,2103,2492,1626144,Emmanuel Mudiay,341,51,DEN,1610612743,21
140,58,80,151,0.05,0.069,9,56,23,1215.0,1157,1129,202683,Enes Kanter,128,13,OKC,1610612760,33
141,403,535,972,0.101,0.134,49,64,43,2110.0,4004,4677,202339,Eric Bledsoe,786,82,PHX,1610612756,21
142,161,195,395,0.115,0.139,14,61,19,1861.0,1405,1917,201569,Eric Gordon,308,21,HOU,1610612745,42
143,113,147,269,0.045,0.058,14,67,38,1755.0,2535,2328,101141,Ersan Ilyasova,196,21,ATL,1610612737,29
144,175,229,403,0.111,0.145,17,55,36,1835.0,1575,2097,203095,Evan Fournier,351,38,ORL,1610612753,19
145,169,211,393,0.1,0.125,16,50,27,1311.0,1691,1678,202323,Evan Turner,330,26,POR,1610612757,23
146,125,163,307,0.055,0.072,13,60,36,1548.0,2277,2005,1626163,Frank Kaminsky,234,26,CHA,1610612766,24
147,23,30,52,0.077,0.1,2,26,10,210.0,299,365,1627832,Fred VanVleet,45,5,TOR,1610612761,16
148,129,169,295,0.078,0.102,11,54,34,1433.0,1658,1665,202066,Garrett Temple,244,29,SAC,1610612758,20
149,104,134,257,0.117,0.15,8,42,21,1249.0,892,1157,203914,Gary Harris,179,23,DEN,1610612743,21
150,1,2,3,0.037,0.074,0,2,1,18.0,27,32,202390,Gary Neal,5,1,ATL,1610612737,1
151,169,239,409,0.075,0.106,15,40,12,1267.0,2248,2631,201588,George Hill,310,55,UTA,1610612762,28
152,5,6,11,0.041,0.049,0,21,10,87.0,122,103,1627777,Georges Niang,12,1,IND,1610612754,11
153,0,1,0,0.0,0.022,0,8,6,39.0,45,29,1627834,Georgios Papagiannis,2,1,SAC,1610612758,2
154,29,36,71,0.085,0.106,3,38,12,440.0,340,401,101123,Gerald Green,49,4,BOS,1610612738,26
155,94,116,236,0.081,0.1,4,58,37,1394.0,1162,1365,201945,Gerald Henderson,196,18,PHI,1610612755,21
156,356,457,878,0.098,0.125,28,65,33,2310.0,3649,3777,203507,Giannis Antetokounmpo,672,75,MIL,1610612749,32
157,47,66,114,0.044,0.062,3,63,30,1339.0,1060,904,203922,Glenn Robinson III,95,16,IND,1610612754,33
158,349,446,852,0.101,0.13,22,58,27,1941.0,3444,4085,201609,Goran Dragic,685,75,MIA,1610612748,31
159,208,276,516,0.084,0.111,24,60,21,2069.0,2483,3057,202330,Gordon Hayward,424,44,UTA,1610612762,39
160,116,151,280,0.048,0.062,7,66,38,2093.0,2438,1701,203476,Gorgui Dieng,233,27,MIN,1610612750,28
161,146,184,340,0.107,0.135,11,65,33,1470.0,1363,1359,202328,Greg Monroe,236,26,MIL,1610612749,32
162,5,11,16,0.058,0.128,2,3,2,39.0,86,85,202349,Greivis Vasquez,16,4,BKN,1610612751,1
163,95,120,265,0.045,0.057,7,65,38,2355.0,2092,2365,203084,Harrison Barnes,239,18,DAL,1610612742,27
164,40,62,89,0.023,0.036,5,62,32,2035.0,1706,1188,202355,Hassan Whiteside,90,17,MIA,1610612748,30
165,4,5,9,0.042,0.052,0,14,8,56.0,96,86,1627740,Henry Ellenson,8,1,DET,1610612765,6
166,35,41,83,0.068,0.08,2,40,28,752.0,515,499,203138,Hollis Thompson,56,4,NOP,1610612740,12
167,69,108,165,0.073,0.114,8,61,13,840.0,946,1106,203546,Ian Clark,126,31,GSW,1610612744,48
168,9,13,18,0.032,0.046,0,16,5,263.0,284,183,101133,Ian Mahinmi,15,4,WAS,1610612764,11
169,90,131,224,0.076,0.111,6,61,21,1572.0,1178,1256,202697,Iman Shumpert,177,35,CLE,1610612739,40
170,35,46,79,0.054,0.071,2,35,20,579.0,646,703,203477,Isaiah Canaan,73,10,CHI,1610612741,15
171,382,510,948,0.107,0.143,21,63,22,2151.0,3565,4906,202738,Isaiah Thomas,725,107,BOS,1610612738,41
172,155,205,383,0.089,0.117,14,57,47,1254.0,1745,1961,1627785,Isaiah Whitehead,301,36,BKN,1610612751,10
173,334,414,799,0.109,0.135,25,65,32,1513.0,3057,3369,202397,Ish Smith,628,54,DET,1610612765,33
174,17,28,43,0.029,0.048,3,30,23,446.0,586,443,1627826,Ivica Zubac,33,8,LAL,1610612747,7
175,98,121,225,0.106,0.131,8,20,14,471.0,921,1068,200826,J.J. Barea,186,15,DAL,1610612742,6
176,87,131,202,0.062,0.094,13,64,25,1808.0,1397,1932,200755,JJ Redick,162,31,LAC,1610612746,39
177,29,43,73,0.057,0.085,2,24,7,669.0,505,548,2747,JR Smith,56,12,CLE,1610612739,17
178,75,113,178,0.033,0.05,4,65,29,1830.0,2277,1492,203210,JaMychal Green,148,34,MEM,1610612763,36
179,14,22,33,0.028,0.044,1,61,14,567.0,499,383,201580,JaVale McGee,31,7,GSW,1610612744,47
180,142,193,344,0.064,0.087,16,51,29,1728.0,2208,2136,203953,Jabari Parker,277,35,MIL,1610612749,22
181,126,179,306,0.061,0.086,10,57,20,1838.0,2081,1782,203109,Jae Crowder,221,43,BOS,1610612738,37
182,54,73,135,0.04,0.054,3,46,33,1061.0,1346,1382,1626143,Jahlil Okafor,123,16,PHI,1610612755,13
183,7,8,17,0.061,0.07,0,25,16,155.0,115,140,1627774,Jake Layman,11,1,POR,1610612757,9
184,10,15,25,0.029,0.043,0,38,13,395.0,345,191,1627751,Jakob Poeltl,19,5,TOR,1610612761,25
185,180,242,433,0.098,0.132,24,67,27,1760.0,1837,2387,2037,Jamal Crawford,333,38,LAC,1610612746,40
186,121,167,295,0.086,0.118,9,66,35,1348.0,1413,1705,1627750,Jamal Murray,225,36,DEN,1610612743,31
187,322,411,773,0.112,0.144,25,65,35,1739.0,2863,3208,2749,Jameer Nelson,597,64,DEN,1610612743,30
188,48,65,119,0.057,0.077,5,51,24,1199.0,841,716,203516,James Ennis III,90,12,MEM,1610612763,27
189,752,937,1830,0.168,0.209,64,67,21,2445.0,4480,5509,201935,James Harden,1455,121,HOU,1610612745,46
190,210,260,512,0.084,0.104,25,61,30,1623.0,2504,2308,201949,James Johnson,430,25,MIA,1610612748,31
191,11,15,29,0.033,0.046,1,39,14,293.0,329,244,2592,James Jones,21,3,CLE,1610612739,25
192,15,23,38,0.034,0.052,2,37,8,340.0,441,333,203949,James Michael McAdoo,39,6,GSW,1610612744,29
193,4,10,11,0.026,0.065,2,25,11,200.0,154,148,203923,James Young,23,4,BOS,1610612738,14
194,80,111,179,0.041,0.057,6,50,35,1027.0,1940,1437,201162,Jared Dudley,153,25,PHX,1610612756,15
195,3,3,5,0.022,0.022,0,11,9,118.0,139,112,203096,Jared Sullinger,8,1,TOR,1610612761,2
196,7,17,17,0.01,0.025,0,40,17,538.0,687,418,1626185,Jarell Martin,21,10,MEM,1610612763,23
197,2,2,6,0.5,0.5,0,2,2,7.0,4,3,203950,Jarnell Stokes,2,0,DEN,1610612743,0
198,5,8,12,0.091,0.145,1,2,1,33.0,55,54,101127,Jarrett Jack,7,2,NOP,1610612740,1
199,0,0,0,0.0,0.0,0,2,1,5.0,10,8,1627784,Jarrod Uthoff,1,0,DAL,1610612742,1
200,23,36,54,0.021,0.033,3,59,22,788.0,1098,700,201160,Jason Smith,52,10,WAS,1610612764,37
201,79,108,189,0.082,0.113,6,58,31,1059.0,959,890,1891,Jason Terry,137,23,MIL,1610612749,27
202,49,65,118,0.054,0.072,3,63,24,1065.0,907,851,1627759,Jaylen Brown,103,13,BOS,1610612738,39
203,76,107,179,0.052,0.073,12,66,42,1501.0,1468,1530,201145,Jeff Green,179,19,ORL,1610612753,24
204,512,649,1190,0.137,0.174,37,65,31,2112.0,3739,4306,201952,Jeff Teague,1018,100,IND,1610612754,34
205,5,9,12,0.013,0.024,0,37,12,307.0,374,241,203481,Jeff Withey,15,4,UTA,1610612762,25
206,39,58,96,0.033,0.049,4,65,31,1324.0,1181,962,203924,Jerami Grant,106,15,OKC,1610612760,34
207,54,78,133,0.067,0.096,8,47,27,871.0,811,874,203087,Jeremy Lamb,114,16,CHA,1610612766,20
208,99,119,233,0.117,0.14,11,20,14,465.0,848,1012,202391,Jeremy Lin,187,9,BKN,1610612751,6
209,94,119,205,0.081,0.102,3,55,32,889.0,1165,1263,1626170,Jerian Grant,183,23,CHI,1610612741,23
210,13,17,32,0.083,0.108,0,3,2,71.0,157,180,201573,Jerryd Bayless,24,4,PHI,1610612755,1
211,318,407,732,0.116,0.149,21,61,30,2234.0,2738,3413,202710,Jimmy Butler,661,67,CHI,1610612741,31
212,103,138,239,0.056,0.075,11,46,29,1015.0,1850,1078,201149,Joakim Noah,191,24,NYK,1610612752,17
213,37,51,88,0.091,0.126,1,24,14,521.0,405,504,201975,Jodie Meeks,74,13,ORL,1610612753,10
214,52,80,130,0.051,0.078,9,51,41,1116.0,1029,1134,203925,Joe Harris,130,19,BKN,1610612751,10
215,161,216,382,0.093,0.124,16,67,25,1515.0,1740,1675,204060,Joe Ingles,302,38,UTA,1610612762,42
216,107,150,268,0.074,0.103,10,63,25,1434.0,1454,1492,2207,Joe Johnson,206,33,UTA,1610612762,38
217,13,22,31,0.064,0.109,4,26,13,121.0,202,260,1626202,Joe Young,40,5,IND,1610612754,13
218,1,3,2,0.016,0.048,0,14,3,80.0,63,39,201202,Joel Anthony,3,2,SAS,1610612759,11
219,2,2,5,0.047,0.047,0,10,4,35.0,43,35,1627762,Joel Bolomboy,4,0,UTA,1610612762,6
220,66,92,170,0.052,0.073,6,31,18,786.0,1260,1368,203954,Joel Embiid,142,20,PHI,1610612755,13
221,57,66,131,0.057,0.066,2,56,24,810.0,996,772,203530,Joffrey Lauvergne,105,7,CHI,1610612741,32
222,55,74,131,0.06,0.081,8,52,30,1036.0,910,777,203089,John Henson,102,11,MIL,1610612749,22
223,1,2,2,0.111,0.222,1,4,4,13.0,9,11,203098,John Jenkins,1,0,PHX,1610612756,0
224,1,1,2,0.077,0.077,0,5,2,11.0,13,15,101249,John Lucas III,3,0,MIN,1610612750,3
225,687,851,1630,0.181,0.224,60,64,23,2358.0,3802,4857,202322,John Wall,1261,106,WAS,1610612764,41
226,6,6,16,0.098,0.098,0,11,7,81.0,61,67,203948,Johnny O'Bryant III,8,0,CHA,1610612766,4
227,95,123,217,0.043,0.056,16,60,29,1640.0,2193,1911,202720,Jon Leuer,182,13,DET,1610612765,31
228,53,85,140,0.032,0.051,6,65,23,1066.0,1662,1128,201973,Jonas Jerebko,118,25,BOS,1610612738,42
229,49,76,124,0.022,0.035,4,64,27,1680.0,2179,1386,202685,Jonas Valanciunas,126,23,TOR,1610612761,37
230,26,38,68,0.062,0.09,1,17,13,231.0,421,498,1626780,Jonathan Gibson,67,10,DAL,1610612742,4
231,95,134,240,0.083,0.117,7,61,10,1078.0,1143,1280,203613,Jonathon Simmons,198,32,SAS,1610612759,51
232,153,199,349,0.086,0.112,15,67,47,1867.0,1781,2367,203903,Jordan Clarkson,317,31,LAL,1610612747,20
233,12,13,27,0.143,0.155,0,3,2,74.0,84,97,202348,Jordan Crawford,15,1,NOP,1610612740,1
234,9,9,21,0.118,0.118,0,2,1,35.0,76,82,200770,Jordan Farmar,12,0,SAC,1610612758,1
